Name,Image URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD Sempron X2 198,/static/forever/img/no-image.png,,AMD,SD198XOJZ22GX,AMD Sempron,Lynx,Llano,FM1,2,2.5 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Sempron X2 198,/static/forever/img/no-image.png,,AMD,SD198XOJGXBOX,AMD Sempron,Lynx,Llano,FM1,2,2.5 GHz,,,,1 MB,0 MB,65 W,None,,No,Yes,Boxed,32 nm,Yes,No
AMD Sempron X2 190,/static/forever/img/no-image.png,,AMD,SDX190HDK22GM,AMD Sempron X2,K10,Regor,AM3,2,2.5 GHz,,,,1 MB,0 MB,45 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD A4-3300,/static/forever/img/no-image.png,,AMD,AD3300OJZ22GX,AMD A4,Lynx,Llano,FM1,2,2.5 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6410D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-3300,/static/forever/img/no-image.png,,AMD,AD3300OJZ22HX,AMD A4,Lynx,Llano,FM1,2,2.5 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6410D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-3400,/static/forever/img/no-image.png,,AMD,AD3400OJZ22GX,AMD A4,Lynx,Llano,FM1,2,2.7 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6410D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-5300,/static/forever/img/no-image.png,,AMD,AD5300OKA23HJ,AMD A4,Piledriver,Trinity,FM2,2,3.4 GHz,,,,1 MB,0 MB,65 W,Radeon HD 7480D,,No,No,OEM/Tray,32 nm,No,No
AMD A6-7400K,/static/forever/img/no-image.png,,AMD,AD740KYBI23JA,AMD A6,Steamroller,Kaveri,FM2+,2,3.5 GHz,3.9 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,No,OEM/Tray,28 nm,No,No
Intel Celeron G470,/static/forever/img/no-image.png,,Intel,CM8062301264401,Intel Celeron,Sandy Bridge,Sandy Bridge,LGA1155,1,2 GHz,,,,0.25 MB,1.5 MB,35 W,Intel HD Graphics,,No,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
AMD FX-4200,/static/forever/img/no-image.png,,AMD,FD4200FRW4KGU,AMD FX,Bulldozer,Zambezi,AM3+,4,3.3 GHz,,,,4 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD FX-6200,/static/forever/img/no-image.png,,AMD,FD6200FRW6KGU,AMD FX,Bulldozer,Zambezi,AM3+,6,3.8 GHz,,,,6 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon II X4 651,/static/forever/img/no-image.png,,AMD,AD651XWNZ43GX,AMD Athlon II X4,Lynx,Llano,FM1,4,3 GHz,,,,4 MB,0 MB,100 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon II X4 638,/static/forever/img/no-image.png,,AMD,AD638XOJGXBOX,AMD Athlon II X4,Lynx,Llano,FM1,4,2.7 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,32 nm,Yes,No
AMD E2-3200,/static/forever/img/no-image.png,,AMD,ED3200OJZ22GX,AMD E2-Series,Lynx,Llano,FM1,2,2.4 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6370D,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon X2 370K,/static/forever/img/no-image.png,,AMD,AD370KOKA23HL,AMD Athlon X2,Piledriver,Richland,FM2,2,4.2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon X4 550,/static/forever/img/no-image.png,,AMD,AD550XJAH44HM,AMD Athlon X4,Jaguar,Kabini,AM1,4,2.2 GHz,,,,2 MB,0 MB,25 W,None,,No,No,OEM/Tray,28 nm,No,No
AMD Athlon X2 450,/static/forever/img/no-image.png,,AMD,AD450XYBI23JA,AMD Athlon X2,Steamroller,Kaveri,FM2+,2,3.5 GHz,3.9 GHz,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,28 nm,No,No
Intel Pentium G3250,https://images-na.ssl-images-amazon.com/images/I/41VgZWKYv9L.jpg,,Intel,CM8064601482514,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Pentium G3250T,https://images-na.ssl-images-amazon.com/images/I/31KIA2oG0lL.jpg,,Intel,CM8064601483718,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2.8 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Pentium G3460,https://images-na.ssl-images-amazon.com/images/I/516JbuqqlwL.jpg,$75.90 ,Intel,BX80646G3460,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.5 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-2622 V3,/static/forever/img/no-image.png,,Intel,CM8064401576904,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,2.4 GHz,,,,2 MB,20 MB,85 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2630 V3,/static/forever/img/no-image.png,$459.00 ,Intel,BX80644E52630V3,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,2.4 GHz,3.2 GHz,,,2 MB,20 MB,85 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2609,https://m.media-amazon.com/images/I/41WU1ZtzlDL.jpg,,Intel,CM8062107186604,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,4,2.4 GHz,,,,1 MB,10 MB,80 W,None,,Yes,No,OEM/Tray,32 nm,No,No
Intel Xeon E5-2603 V2,https://images-eu.ssl-images-amazon.com/images/I/417m3-UbzdL.jpg,,Intel,CM8063501375902,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,4,1.8 GHz,,,,1 MB,10 MB,80 W,None,,Yes,No,OEM/Tray,22 nm,No,No
Intel Xeon E3-1245 V3,https://m.media-amazon.com/images/I/51tjV9f+PeL.jpg,,Intel,CM8064601466509,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.4 GHz,3.8 GHz,,,1 MB,8 MB,84 W,Intel HD Graphics P4600,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD FX-8310,/static/forever/img/no-image.png,,AMD,FD8310WMW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,3.4 GHz,4.3 GHz,,,8 MB,8 MB,95 W,None,,No,No,OEM/Tray,32 nm,No,No
Intel Core i5-4570S,/static/forever/img/no-image.png,,Intel,BXC80646I54570S,Intel Core i5,Haswell,Haswell,LGA1150,4,2.9 GHz,,,,1 MB,6 MB,65 W,Intel HD Graphics 4600,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i3-6300T,//cdna.pcpartpicker.com/static/forever/images/product/658d653a249ceebe43a5968afb50ad77.256p.jpg,,Intel,BX80662I36300T,Intel Core i3,Skylake,Skylake-S,LGA1151,2,3.3 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 530,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6400T,https://images-na.ssl-images-amazon.com/images/I/41mFuPzJjmL.jpg,,Intel,BXC80662I56400T,Intel Core i5,Skylake,Skylake-S,LGA1151,4,2.2 GHz,2.8 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Xeon E3-1230 V5,https://m.media-amazon.com/images/I/51niI34PUXL.jpg,,Intel,CM8066201921713,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.4 GHz,3.8 GHz,,,1 MB,8 MB,80 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1225 V5,//cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,,Intel,BX80662E31225V5,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,80 W,Intel HD Graphics P530,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
AMD Athlon X4 845,/static/forever/img/no-image.png,,AMD,AD845XACI43KA,AMD Athlon X4,Puma+,Carrizo,FM2+,4,3.5 GHz,3.8 GHz,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,28 nm,No,No
AMD A6-7470K,/static/forever/img/no-image.png,,AMD,AD747KYBI23JC,AMD A6,Steamroller,Godavari,FM2+,2,3.7 GHz,4 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,No,OEM/Tray,28 nm,No,No
AMD Athlon X4 880K,/static/forever/img/no-image.png,,AMD,AD880KXBI44JC,AMD Athlon X4,Steamroller,Godavari,FM2+,4,4 GHz,4.2 GHz,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,28 nm,No,No
Intel Xeon E5-2658 V3,/static/forever/img/no-image.png,,Intel,CM8064401545904,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,12,2.2 GHz,2.9 GHz,,,3 MB,30 MB,105 W,None,768 GB,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD Athlon 5370,/static/forever/img/no-image.png,,AMD,AD5370JAH44HM,AMD Athlon,Jaguar,Kabini,AM1,4,2.2 GHz,,,,2 MB,0 MB,25 W,Radeon R3 (on die),,No,No,OEM/Tray,28 nm,No,No
AMD Athlon X4 860K,//cdna.pcpartpicker.com/static/forever/images/product/d36cf4c3ef855225c0febf17d51f4bb2.256p.jpg,,AMD,AD860KXBJASBX,AMD Athlon X4,Steamroller,Kaveri,FM2+,4,3.7 GHz,4 GHz,,,4 MB,0 MB,95 W,None,,No,Yes,Boxed,28 nm,Yes,No
Intel Core i3-7300,https://m.media-amazon.com/images/I/51wiUuDl5RL.jpg,,Intel,CM8067703014426,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Celeron G3950,//cdna.pcpartpicker.com/static/forever/images/product/e33e41fbf747b90cbdeb7457b9dde058.256p.jpg,,Intel,BX80677G3950,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,3 GHz,,,,0.5 MB,2 MB,51 W,Intel HD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Core i3-7100T,/static/forever/img/no-image.png,,Intel,BXC80677I37100T,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.4 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i3-7300T,https://m.media-amazon.com/images/I/51ar56B-zyL.jpg,,Intel,CM8067703015810,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.5 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-7400T,/static/forever/img/no-image.png,,Intel,BXC80677I57400T,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.4 GHz,3 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-870S,/static/forever/img/no-image.png,,Intel,BV80605004494AB,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,2.667 GHz,,,,1 MB,8 MB,82 W,None,16 GB,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core i9-7940X,https://images-eu.ssl-images-amazon.com/images/I/51jVF96A0XL.jpg,,Intel,CD8067303734701,Intel Core i9,Skylake,Skylake-X,LGA2066,14,3.1 GHz,4.4 GHz,,,14 MB,19.25 MB,165 W,None,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Pentium G3240,/static/forever/img/no-image.png,,Intel,CM8064601562018,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.1 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Xeon E3-1275 V6,/static/forever/img/no-image.png,$361.55 ,Intel,CM8067702870931,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD Athlon II X2 245,https://images-na.ssl-images-amazon.com/images/I/41jgyeg33mL.jpg,,AMD,ADX245OCGQBOX,AMD Athlon II X2,K10,Regor,AM3,2,2.9 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Celeron 450,/static/forever/img/no-image.png,,Intel,HH80557RG049512,Intel Celeron,Core,Conroe,LGA775,1,2.2 GHz,,,,0.5 MB,0 MB,35 W,None,,No,No,OEM/Tray,65 nm,No,No
AMD Phenom II X3 710,/static/forever/img/no-image.png,,AMD,HDX710WFGIBOX,AMD Phenom II X3,K10,Heka,AM3,3,2.6 GHz,,,,1.5 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 910,/static/forever/img/no-image.png,,AMD,HDX910WFGIBOX,AMD Phenom II X4,K10,Deneb,AM3,4,2.6 GHz,,,,2 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X2 260u,/static/forever/img/no-image.png,,AMD,AD260USCK23GQ,AMD Athlon II X2,K10,Regor,AM3,2,1.8 GHz,,,,2 MB,0 MB,25 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X4 600e,https://images-na.ssl-images-amazon.com/images/I/41PY7vNQlzL.jpg,,AMD,AD600EHDGIBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.2 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X4 605e,https://images-na.ssl-images-amazon.com/images/I/41u1-CCwnyL.jpg,,AMD,AD605EHDGIBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.3 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X4 610e,/static/forever/img/no-image.png,,AMD,AD610EDGMBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.4 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 940 Black,https://images-na.ssl-images-amazon.com/images/I/41VmbmyHXpL.jpg,,AMD,HDZ940XCGIBOX,AMD Phenom II X4,K10,Deneb,AM2+,4,3 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium E2180,/static/forever/img/no-image.png,,Intel,80557E2180,Intel Pentium,Core,Conroe,LGA775,2,2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E2200,/static/forever/img/no-image.png,,Intel,HH80557PG0491M,Intel Pentium,Core,Conroe,LGA775,2,2.2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E5400,/static/forever/img/no-image.png,,Intel,AT80571PG0682M,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.7 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5400,/static/forever/img/no-image.png,,Intel,AT80571PG0682ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.7 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E6300,/static/forever/img/no-image.png,,Intel,BX80571E6300,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E6400,/static/forever/img/no-image.png,,Intel,BX805576400,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.13 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Pentium E6500,/static/forever/img/no-image.png,,Intel,AT80571PH0772ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E6540,/static/forever/img/no-image.png,,Intel,HH80557PJ0534M,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E6550,/static/forever/img/no-image.png,,Intel,BX80557E6550R,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E7200,/static/forever/img/no-image.png,,Intel,EU80571PH0613M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.53 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E7400,https://m.media-amazon.com/images/I/41ZSVbISwXL.jpg,,Intel,AT80571PH0723ML,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E7500,/static/forever/img/no-image.png,,Intel,AT80571PH0773ML,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8190,/static/forever/img/no-image.png,,Intel,EU80570PJ0676MN,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8200,/static/forever/img/no-image.png,,Intel,BX80570E8200A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E8200,/static/forever/img/no-image.png,,Intel,EU80570PJ0676M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8400,/static/forever/img/no-image.png,,Intel,BX80570E8400A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E8500,/static/forever/img/no-image.png,,Intel,BX80570E8500A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3.16 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i5-750S,/static/forever/img/no-image.png,,Intel,BV80605003213AH,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,2.4 GHz,,,,1 MB,8 MB,82 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8200,/static/forever/img/no-image.png,,Intel,EU80580PJ0534MN,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8200S,https://m.media-amazon.com/images/I/51flr6zyWxL.jpg,,Intel,BX80580Q8200S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9400S,//cdna.pcpartpicker.com/static/forever/images/product/87e3f1d731eea64ce1d510a430193342.256p.jpg,,Intel,BX80580Q9400S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9450,https://m.media-amazon.com/images/I/51jtqYA5s8L.jpg,,Intel,BX80569Q9450,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,12 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9505S,/static/forever/img/no-image.png,,Intel,AT80580AJ0736MG,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX6800,https://m.media-amazon.com/images/I/31h8k8HyC7L.jpg,,Intel,BX80562QX6800,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Extreme QX6800,/static/forever/img/no-image.png,,Intel,HH80562PH0778M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX6800,/static/forever/img/no-image.png,,Intel,HH80562XH0778M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX6850,/static/forever/img/no-image.png,,Intel,HH80562XJ0808M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,3 GHz,,,,8 MB,0 MB,130 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX9650,/static/forever/img/no-image.png,,Intel,EU80569XJ080NL,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,3 GHz,,,,12 MB,0 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX9775,/static/forever/img/no-image.png,,Intel,BX80574QX9775A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,3.2 GHz,,,,12 MB,0 MB,150 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Extreme QX9775,/static/forever/img/no-image.png,,Intel,BX80574QX9775P,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,3.2 GHz,,,,12 MB,0 MB,150 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Extreme X6800,/static/forever/img/no-image.png,,Intel,HH80557PH0774M,Intel Core 2 Extreme,Core,Conroe,LGA775,2,2.93 GHz,,,,4 MB,0 MB,75 W,None,,No,No,OEM/Tray,65 nm,No,No
AMD Phenom II X3 715 Black,/static/forever/img/no-image.png,,AMD,HDZ715WCJ3DGI,AMD Phenom II X3,K10,Heka,AM3,3,2.8 GHz,,,,1.5 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X3 425,/static/forever/img/no-image.png,,AMD,ADX425WFK32GI,AMD Athlon II X3,K10,Rana,AM3,3,2.7 GHz,,,,1.5 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5500,https://m.media-amazon.com/images/I/51SBn4O7H5L.jpg,,Intel,BX80571E5500,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium E6700,https://m.media-amazon.com/images/I/41ND+OuTN0L.jpg,,Intel,BX80571E6700,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,3.2 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 975,https://images-na.ssl-images-amazon.com/images/I/51rsvB7sGlL.jpg,,AMD,HDZ975FBGMBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.6 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 960T Black,/static/forever/img/no-image.png,,AMD,HD96ZTWFK4DGR,AMD Phenom II X4,K10,Zosma,AM3,4,3 GHz,,,,2 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X2 245,//cdna.pcpartpicker.com/static/forever/images/product/a4c53d2bd4a21902db8d56a6b15639db.256p.jpg,,AMD,ADX245OCK23GM,AMD Athlon II X2,K10,Regor,AM3,2,2.9 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X4 925,/static/forever/img/no-image.png,,AMD,HDX925WFK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,2.8 GHz,,,,2 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X3 720 Black,https://images-na.ssl-images-amazon.com/images/I/41upXL94npL.jpg,,AMD,HDZ720WFK3DGI,AMD Phenom II X3,K10,Heka,AM3,3,2.8 GHz,,,,1.5 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X3 460,https://images-na.ssl-images-amazon.com/images/I/41XjKO8AcqL.jpg,,AMD,ADX460WFGMBOX,AMD Athlon II X3,K10,Rana,AM3,3,3.4 GHz,,,,1.5 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X3 440,/static/forever/img/no-image.png,,AMD,ADX440WFK32GM,AMD Athlon II X3,K10,Rana,AM3,3,3 GHz,,,,1.5 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium G620T,https://m.media-amazon.com/images/I/31AHAznAdmL.jpg,,Intel,BX80623G620T,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.2 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
AMD Phenom II X4 970,/static/forever/img/no-image.png,,AMD,HDZ970FBK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,3.5 GHz,,,,2 MB,6.047 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X4 980 Black,/static/forever/img/no-image.png,,AMD,HDZ980FBK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,3.7 GHz,,,,2 MB,6.047 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD A6-3650,/static/forever/img/no-image.png,,AMD,AD3650WNZ43GX,AMD A6,Lynx,Llano,FM1,4,2.6 GHz,,,,4 MB,0 MB,100 W,Radeon HD 6530D,,No,No,OEM/Tray,32 nm,No,No
AMD FX-9370,https://images-na.ssl-images-amazon.com/images/I/21w8abXrq-L.jpg,,AMD,FD9370FHW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,4.4 GHz,4.7 GHz,,,8 MB,8 MB,220 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD A6-6420K,/static/forever/img/no-image.png,,AMD,AD642KOKA23HL,AMD A6,Piledriver,Richland,FM2,2,4 GHz,4.2 GHz,,,1 MB,0 MB,65 W,Radeon HD 8000 Series,,No,No,OEM/Tray,32 nm,No,No
