title,price,rating,image,screen_size,screen_resolution,max_screen_resolution,processor,num_processors,ram,memory_type,graphics_coprocessor,chipset_brand,hard_drive,flash_memory_size,hard_drive_interface,wireless_type,num_usb_3_ports,operating_system,item_weight,product_dimensions,brand,series,model_number
"Lenovo V15 Gen 3 Business Laptop, 15.6"" FHD Display, Intel Core i7-1255U, 24GB RAM, 1TB SSD, Wi-Fi 6, Bluetooth, HDMI, RJ-45, Webcam, Windows 11 Pro, Black",299.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41LHntHFH5L.jpg; https://m.media-amazon.com/images/I/415Ak99s48L.jpg; https://m.media-amazon.com/images/I/31Gz1gkMsRL.jpg; https://m.media-amazon.com/images/I/41RB9LrDiaL.jpg; https://m.media-amazon.com/images/I/41s+Jm+Mp4L.jpg; https://m.media-amazon.com/images/I/31FaJ+lNiqL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.7 GHz core_i7_family,10,24 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ax,2,Windows 11 Pro,3.75 pounds,14.13 x 9.29 x 0.78 inches,Lenovo,V15 G3IAP,V15 G3IAP
"Lenovo IdeaPad 1i - (2023) - Everyday Laptop Computer - Windows 11-15.6"" FHD - 4GB Memory - 128GB Storage - Intel Celeron N4500 - Cloud Grey",249.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/413uwYIK95L.jpg; https://m.media-amazon.com/images/I/51XTjq3gXDL.jpg; https://m.media-amazon.com/images/I/513zKCnaMFL.jpg; https://m.media-amazon.com/images/I/51Ta6zgUdBL.jpg; https://m.media-amazon.com/images/I/41W4njsYXkL.jpg; https://m.media-amazon.com/images/I/410eV-mEb8L.jpg; https://m.media-amazon.com/images/I/51wyFSPHzHL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1200 pixels,1.1 GHz intel_celeron_d,4,,DDR3 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,128 GB,NVMe,802.11ac,1,Windows 11 Home,5.2 pounds,15.16 x 14.18 x 9.29 inches,Lenovo,"Lenovo ideapad 1 15IJL7, Intel Celeron N4500",82LX005TUS
"Lenovo IdeaPad 5X 2-in-1 Copilot+ Extra-Long Battery Life 14"" WUXGA FHD+ OLED Touch Display 16GB Memory 512GB Storage Snapdragon X Plus 8-core Processor Windows 11 Home, Pen Included, Luna Gray",713.,3.5 out of 5 stars,https://m.media-amazon.com/images/I/41149LPETmL.jpg; https://m.media-amazon.com/images/I/41JdHKLzyYL.jpg; https://m.media-amazon.com/images/I/51ieTYJDH2L.jpg; https://m.media-amazon.com/images/I/51febDctkaL.jpg; https://m.media-amazon.com/images/I/51i6xIBYPGL.jpg; https://m.media-amazon.com/images/I/417IL5-oyxL.jpg; https://m.media-amazon.com/images/I/41toG0VtZ9L.jpg,14 Inches,1920 x 1200 pixels,1920x1200 Pixels,3.4 GHz Snapdragon,1,,DDR4 SDRAM,Integrated Qualcomm AdrenoTM GPU,Snapdragon,512 GB SSD,16 GB,,802.11ax,2,Windows 11 Home,5.29 pounds,8.94 x 12.32 x 0.69 inches,Lenovo,IdeaPad 5x 2-in-1,83GH0001US
"Lenovo IdeaPad Slim 3 Personal Laptop, 2024, 15.6"" 1920 x 1080 Touch, AMD-8 Core Ryzen 7 7730U, 16GB LPDDR4, 512GB SSD, Win11 Home, Backlit KB, Wi-Fi 6, BT 5.2, 720p HD Camera, Abyss Blue",299.,3.4 out of 5 stars,https://m.media-amazon.com/images/I/419-UrsQh6L.jpg; https://m.media-amazon.com/images/I/411fPVYGW+L.jpg; https://m.media-amazon.com/images/I/41a7r4oE7cL.jpg; https://m.media-amazon.com/images/I/21ZEH9V1CDL.jpg; https://m.media-amazon.com/images/I/41b8ZPyOrwL.jpg; https://m.media-amazon.com/images/I/41phCJQhXbL.jpg; https://m.media-amazon.com/images/I/21T9J3lrZoL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,2.1 GHz amd_ryzen_7,8,16 GB LPDDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,512 GB SSD,,PCIE x 4,802.11ax,3,Windows 11 Home,3.57 pounds,22.03 x 14.02 x 4.02 inches,Lenovo,IdeaPad Slim 3 15,82XM0
"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 8GB RAM, 128GB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",299.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41wy6IRwAnL.jpg; https://m.media-amazon.com/images/I/5126TxkhaHL.jpg; https://m.media-amazon.com/images/I/41jt0MiQUsL.jpg; https://m.media-amazon.com/images/I/41nI1wl8CUL.jpg; https://m.media-amazon.com/images/I/513GnNytQqL.jpg; https://m.media-amazon.com/images/I/411oJZVdI+L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz celeron,2,8 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,,PCIE x 4,802.11ax,,Windows 11 Home,3.48 pounds,14.03 x 9.6 x 0.75 inches,Lenovo,IdeaPad 1 15IJL7,IdeaPad 1 15IJL7
"Lenovo IdeaPad 1 15"" FHD Laptop | AMD Ryzen 5 7520U(Beat Intel Core i5-1155G7) | AMD Radeon Graphics | Camera | Blue | 16GB RAM DDR5 | 256GB SSD | Windows 11 S | Bundle with 64GB USB Flash Drive",399.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/31Z4cH4BepL.jpg; https://m.media-amazon.com/images/I/41Cl2CkFglL.jpg; https://m.media-amazon.com/images/I/31Dh6JAtfUL.jpg; https://m.media-amazon.com/images/I/41AZikMnuzL.jpg; https://m.media-amazon.com/images/I/31O5WQ31B6L.jpg; https://m.media-amazon.com/images/I/415EfzQ5jvL.jpg; https://m.media-amazon.com/images/I/31Y3jHFOTKL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz ryzen_5,4,16 GB DDR4,DDR5 RAM,,AMD,256 GB SSD,,Serial ATA,802.11ac,,Windows 11 S,3.47 pounds,14.18 x 9.29 x 0.7 inches,Lenovo,Lenovo Ideapad,Lenovo Ideapad
"IdeaPad 5 2-in-1-2024 - Professional Laptop - Fingerprint Sensor - 16"" WUXGA IPS Display - 16GB Memory - 512GB SSD Storage - AMD Ryzen™ 7 8845HS - Windows 11 Home -Luna Grey",699.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41Z4xBgu3nL.jpg; https://m.media-amazon.com/images/I/41nVpIBpwZL.jpg; https://m.media-amazon.com/images/I/51W5D9MiyfL.jpg; https://m.media-amazon.com/images/I/518Mokkj1LL.jpg; https://m.media-amazon.com/images/I/51+lBOAMTVL.jpg; https://m.media-amazon.com/images/I/41JbeXRws9L.jpg; https://m.media-amazon.com/images/I/4100jxKkHXL.jpg,16 Inches,1920 x 1200 pixels,1920x1200,3.8 GHz amd_ryzen_7,1,512 GB LPDDR5,DDR5 SDRAM,AMD Radeon 780M,Intel,512 GB SSD,512 GB,Solid State,802.11ac,4,Windows 11 Home,4.4 pounds,14.02 x 10.03 x 0.72 inches,Lenovo,"IdeaPad 5 2-in-1 16""",83DS003EUS
"Lenovo IdeaPad Flagship Laptop, 15.6"" HD Display, Intel Dual Core Processor Up to 2.8GHz, 20GB RAM, 1TB SSD + 128GB eMMC, 1-Y Microsoft Office 365, Wi-Fi 6, Webcam, Win 11 +HubxcelAccessory",499.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41hSbodtYhL.jpg; https://m.media-amazon.com/images/I/41wWHlArmrL.jpg; https://m.media-amazon.com/images/I/4104i+yxIrL.jpg; https://m.media-amazon.com/images/I/51UPKp0zLyL.jpg; https://m.media-amazon.com/images/I/41wd7B5xKKL.jpg; https://m.media-amazon.com/images/I/51P5tw0QK1L.jpg; https://m.media-amazon.com/images/I/41S7eC4HhRL.jpg,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.8 GHz celeron_n,2,20 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,1.1 TB SSD,,Solid State,802.11ax,2,Windows 11 Home,3.42 pounds,14.17 x 9.29 x 0.7 inches,Lenovo,Lenovo IdeaPad 1i,Lenovo IdeaPad 1i
"Lenovo ThinkPad T14s Gen 6 14"" AMD Ryzen AI 7 PRO 360-32 GB - 1 TB SSD - English - Black - Windows 11 Pro - AMD Radeon 880M - 400 NIT WUXGA (1920 x 1200) Touchscreen - Copilot+","1,405.",Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41UwW9zZcnL.jpg; https://m.media-amazon.com/images/I/31p4+CbE9sL.jpg; https://m.media-amazon.com/images/I/219cd-a1yyL.jpg; https://m.media-amazon.com/images/I/41knn6XAXoL.jpg; https://m.media-amazon.com/images/I/31UuYF3AcHL.jpg; https://m.media-amazon.com/images/I/31EwMH4EPmL.jpg; https://m.media-amazon.com/images/I/31Eu0uyJm3L.jpg,14 Inches,1920 x 1200,1920x1200,2 GHz ryzen_ai,8,LPDDR5X,DDR5 RAM,,AMD,1 TB 1 TB M.2 2280 PCIe Gen4 Performance TLC Opal,32 GB,,,2,Windows 11 Pro,5 pounds,8.6 x 12.3 x 0.67 inches,Lenovo,21M1001VUS,21M1001VUS
"Lenovo V15 G4 15.6"" FHD Business Laptop Computer, 13th Gen Intel Octa-Core i5-13420H up to 4.6GHz (Beat i7-1355U), 24GB DDR4 RAM, 1TB PCIe SSD, WiFi, Bluetooth 5.2, RJ-45, Windows 11 Pro, Befectoy",609.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41ncKNwd9vL.jpg; https://m.media-amazon.com/images/I/51AA+b178mL.jpg; https://m.media-amazon.com/images/I/51Q7zv9KI-L.jpg; https://m.media-amazon.com/images/I/41SEGBjZ7qL.jpg; https://m.media-amazon.com/images/I/41F8UjeOkLL.jpg; https://m.media-amazon.com/images/I/41KPrqh6k0L.jpg; https://m.media-amazon.com/images/I/31VPiS0ECTL.jpg,15.6 Inches,1920x1080,1920x1080,2.1 GHz core_i5,8,24 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,1 TB SSD,,PCIE x 4,802.11ac,,Windows 11 Pro,3.64 pounds,9.28 x 14.14 x 0.78 inches,Lenovo,V15,G4
"Lenovo IdeaPad 3i 15.6"" FHD Laptop, Core i3-1115G4 up to 4.10 GHz, 8GB DDR4 RAM, 256GB PCIe SSD, HDMI, USB, WiFi, Keypad, SD Card Reader, Webcam, FP Reader, Platinum Gray, Win 11",333.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41XsQTuJ46L.jpg; https://m.media-amazon.com/images/I/41rEjkMls9L.jpg; https://m.media-amazon.com/images/I/41NmGMevufL.jpg; https://m.media-amazon.com/images/I/21mah4rmQ3L.jpg; https://m.media-amazon.com/images/I/31PVzNtfSGL.jpg; https://m.media-amazon.com/images/I/31MlWS3JzXL.jpg; https://m.media-amazon.com/images/I/31DnpVwe-fL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,3 GHz core_i3_1115g4,8,8 GB DDR4,SODIMM,Intel UHD Graphics,Intel,256 GB SSD,256 GB,Solid State,Bluetooth,,Windows 11,5.21 pounds,14.26 x 9.98 x 0.78 inches,Lenovo,Lenovo Ideapad,
"Lenovo ThinkBook 15 G4 Business Laptop, 15.6"" FHD Touchscreen, 10-Core Intel Core i5-1235U, 24GB RAM, 1TB NVMe SSD, WiFi 6, Backlit KYB, Fingerprint, Thunderbolt 4, Win 11 Pro, w/CUE Accessories",629.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/51k2FGT0v3L.jpg; https://m.media-amazon.com/images/I/41p2AoctRbL.jpg; https://m.media-amazon.com/images/I/41aD9MknzsL.jpg; https://m.media-amazon.com/images/I/41-ZFqTLe3L.jpg; https://m.media-amazon.com/images/I/213r4pXDzPL.jpg; https://m.media-amazon.com/images/I/212hFldT9rL.jpg; https://m.media-amazon.com/images/I/41WkSWa3C+L.jpg,15.6 Inches,,1920 x 1080 Pixels,4.4 GHz apple_ci5,10,DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,,PCIE x 4,802.11ax,,Windows 11 Home,3.75 pounds,14.1 x 9.25 x 0.74 inches,Lenovo,Lenovo,Lenovo
"Lenovo Ideapad 3 15.6"" FHD Chromebook, Intel Celeron N4500, 4GB RAM, 224GB Storage (64GB SSD+160GB Docking Station Set), ‎Intel UHD Graphics, Full Size Keyboard, Chrome OS, Artic Gray",279.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41c+y9fqDWL.jpg; https://m.media-amazon.com/images/I/51UXVi+sM5L.jpg; https://m.media-amazon.com/images/I/51RS4rmLvuL.jpg; https://m.media-amazon.com/images/I/51a6oo9R6JL.jpg; https://m.media-amazon.com/images/I/510Coj8aq8L.jpg; https://m.media-amazon.com/images/I/51cIiDJlSPL.jpg; https://m.media-amazon.com/images/I/51CFN-quijL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.1 GHz celeron_n,2,4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,64 GB SSD,,Solid State,802.11ax,,Chrome OS,3.48 pounds,14.3 x 9.6 x 0.75 inches,Lenovo,Lenovo Chromebook,Lenovo Chromebook
"Lenovo Ideapad 1 Laptop, 15.6"" FHD (1920x1080) IPS 300nits Anti-Glare Display, Touch, Ryzen 5 7520U, 8GB RAM, 256GB Storage, AMD Radeon Graphics, HDMI, Windows 11, HDMI, Abyss Blue",392.,4.6 out of 5 stars,https://m.media-amazon.com/images/I/41MS5jmfs3L.jpg; https://m.media-amazon.com/images/I/41UBFC4rm0L.jpg; https://m.media-amazon.com/images/I/41n4GqevkiL.jpg; https://m.media-amazon.com/images/I/41LM3b9IVKL.jpg; https://m.media-amazon.com/images/I/41qs+J8P4bL.jpg; https://m.media-amazon.com/images/I/41Nhw+0mzoL.jpg; https://m.media-amazon.com/images/I/31uQU20uv6L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 pixels,2.8 GHz ryzen_5,4,LPDDR5,DDR5 SDRAM,AMD Radeon 610M,AMD,256 GB SSD,256 GB,,802.11ax,2,Windows 11,3.48 pounds,14.18 x 0.7 x 9.29 inches,Lenovo,IdeaPad 1 15AMN7,15AMN7
"Lenovo IdeaPad Flex 5i 14"" FHD(1920 x 1200) IPS Touchscreen 2-in-1 Laptop, Intel Core i5-1235U, Backlit KB, Wi-Fi 6, Fingerprint, Thunderbolt™ 4, w/Stylus (8GB RAM | 512GB SSD)",544.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41yT90OZPXL.jpg; https://m.media-amazon.com/images/I/41+UBHNYHsL.jpg; https://m.media-amazon.com/images/I/31ca5Rb+e6L.jpg; https://m.media-amazon.com/images/I/41ype0YNlnL.jpg; https://m.media-amazon.com/images/I/41w-9QtlFRL.jpg; https://m.media-amazon.com/images/I/41ODhNFiySL.jpg; https://m.media-amazon.com/images/I/41DS4ITjNgL.jpg,14 Inches,1920 x 1200 pixels,1920x1200 Pixels,1300 MHz core_i5_1235u,10,8 GB LPDDR4,DDR4 SDRAM,,Intel,512 GB SSD,512 GB,Serial ATA,Bluetooth,2,Windows 11 Home,5.26 pounds,8.85 x 12.32 x 0.7 inches,Lenovo,Lenovo Flex 5i,1235U
"Lenovo LOQ i7 Gaming Laptop, 15.6"" FHD 144Hz, i7-13650HX (Beats i9-12900H), GeForce RTX 4060 (Boost Clock 2370MHz), 32GB DDR5 RAM, 1TB SSD, Backlit KB, RJ-45, Wi-Fi 6, Windows 11 Home, Grey",399.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/518p2qEM6dL.jpg; https://m.media-amazon.com/images/I/51UyDsdQH1L.jpg; https://m.media-amazon.com/images/I/515Q3+RQxeL.jpg; https://m.media-amazon.com/images/I/51wPrccxM+L.jpg; https://m.media-amazon.com/images/I/512dCWQOTpL.jpg; https://m.media-amazon.com/images/I/41AGDG7E5QL.jpg; https://m.media-amazon.com/images/I/41JuaK9SUoL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.9 GHz core_i7_family,14,32 GB DDR5,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,,PCIE x 4,802.11ax,4,Windows 11 Home,10 pounds,14.17 x 10.19 x 0.86 inches,Lenovo,LOQ 15IRX9,LOQ 15IRX9
Lenovo IdeaPad 1i 15.6 FHD Laptop | Intel Celeron N4500 | Intel UHD Graphics | 720P Webcam| Bluetooth 5| Grey | 4GB RAM | 128GB SSD | Windows 11 S |Bundle with USB 3.0 Hub,249.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/311jm2+MWsL.jpg; https://m.media-amazon.com/images/I/41J2tppAp-L.jpg; https://m.media-amazon.com/images/I/410tBfC1heL.jpg; https://m.media-amazon.com/images/I/21WGoanvWnL.jpg; https://m.media-amazon.com/images/I/217MeGCxNpL.jpg; https://m.media-amazon.com/images/I/31eo5O1ZdsL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.1 GHz celeron,2,4 GB DDR4,DDR4 SDRAM,,Intel,128 GB SSD,,Serial ATA,802.11ax,,Windows 11 S,3.52 pounds,14.17 x 9.29 x 0.7 inches,Lenovo,Lenovo Ideapad,Lenovo Ideapad
"Lenovo IdeaPad 1 Laptop, 14"" HD Screen, Intel Celeron N4020, 4GB RAM, 128GB eMMC, Webcam, Wi-Fi 6, Windwos 11 Home, Grey",299.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41sil9KY+iL.jpg; https://m.media-amazon.com/images/I/413wxx6HmKL.jpg; https://m.media-amazon.com/images/I/413bvmT-loL.jpg; https://m.media-amazon.com/images/I/415zVj1QsWL.jpg; https://m.media-amazon.com/images/I/41XxoFP0ehL.jpg; https://m.media-amazon.com/images/I/41gFnanV8iL.jpg,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.8 GHz celeron_n,2,4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,4 GB,PCIE x 4,802.11ax,2,Windows 11 Home,2.8 pounds,12.81 x 8.52 x 0.7 inches,Lenovo,IdeaPad 1 14IGL7,IdeaPad 1 14IGL7
"Lenovo IdeaPad 2023 14'' HD Laptop Computer Business,Quad Core Intel Pentium N5030 (Upto 3.1GHz),4GB RAM,128GB eMMC,WiFi,Webcam,10+ Hours Battery,Microsoft 365,Win 11S+MarxsolCables Cloud Grey",229.,3.6 out of 5 stars,https://m.media-amazon.com/images/I/41kEJaUgebL.jpg; https://m.media-amazon.com/images/I/41SZaatTsSL.jpg; https://m.media-amazon.com/images/I/41AJcjPet3L.jpg; https://m.media-amazon.com/images/I/21f5d7AKTXL.jpg; https://m.media-amazon.com/images/I/218DlDIcE8L.jpg; https://m.media-amazon.com/images/I/21NdjM5fGwL.jpg; https://m.media-amazon.com/images/I/21qYuj3prFL.jpg,14 Inches,1360 x 768 pixels,1366 x 768 Pixels,1.1 GHz pentium_other,2,4 GB DDR4,DDR4 SDRAM,Intel HD Graphics 605,Intel,128 GB Emmc,128 GB,Solid State,"Bluetooth, 802.11ac",2,Windows 11 S,2.78 pounds,12.8 x 8.52 x 0.7 inches,Lenovo,2023 Newest 14 Inch Lenovo IdeaPad,2023 Newest 14 Inch Lenovo IdeaPad
"Lenovo IdeaPad 3 14 Laptop, Intel Core i3-1005G1, 4GB RAM, 128GB Storage, 14.0"" FHD Display, Windows 10 S",214.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/41+BcpqBg2L.jpg; https://m.media-amazon.com/images/I/41iv9NAye8L.jpg; https://m.media-amazon.com/images/I/41LHOpMJKKL.jpg; https://m.media-amazon.com/images/I/41vmpFVtUOL.jpg; https://m.media-amazon.com/images/I/41hitUD-zSL.jpg; https://m.media-amazon.com/images/I/312+iv8+-jL.jpg; https://m.media-amazon.com/images/I/41ChNbNo5VL.jpg,14,1920 x 1080 pixels,1920 x 1080,1.2 GHz core_i3,1,128 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,,USB,Bluetooth,2,Windows 10 S,4 pounds,12.88 x 9.49 x 0.78 inches,Lenovo,Ideapad 3 14 Laptop,81WD010QUS
"Lenovo LOQ Gaming Laptop 2024 - NVIDIA GeForce RTX 4060 - AMD Ryzen 7 7435HS - 15.6"" FHD IPS Display - Backlit Keyboard - Windows 11 - G-SYNC - HDMI Cable (32GB RAM | 1TB PCIe SSD)","1,342.",3.6 out of 5 stars,https://m.media-amazon.com/images/I/51hx+jBjTML.jpg; https://m.media-amazon.com/images/I/418+0QtvV6L.jpg; https://m.media-amazon.com/images/I/41sRrSmj4mL.jpg; https://m.media-amazon.com/images/I/516vyozkCGL.jpg; https://m.media-amazon.com/images/I/51JEFHEz9VL.jpg; https://m.media-amazon.com/images/I/51cvrEaGg7L.jpg; https://m.media-amazon.com/images/I/517CQpuvOZL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,3.1 GHz ryzen_7,8,32 GB DDR5,DDR4 SDRAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,1 TB,Solid State,802.11ax,3,Windows 11 Home,5 pounds,14.16 x 9.92 x 0.95 inches,Lenovo,Lenovo LOQ,
"Lenovo Legion Pro 5i 16"""" WQXGA (2560 x 1600) Gaming Laptop - i9-13900HX (24-Core) Processor-GeForce RTX 4060 (TGP 140W), Win 11 Home, w/Mouse Pad (32GB RAM | 1TB PCIe SSD), Black","1,559.",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51KZ8mBxZsL.jpg; https://m.media-amazon.com/images/I/41JE9epcEVL.jpg; https://m.media-amazon.com/images/I/41oJOX7FT0L.jpg; https://m.media-amazon.com/images/I/41-9bfwvvzL.jpg; https://m.media-amazon.com/images/I/31hNzWdIbYL.jpg; https://m.media-amazon.com/images/I/51JEFHEz9VL.jpg,16 Inches,2560 x 1600 pixels,2560x1600 Pixels,2.2 GHz core_i9,24,32 GB DDR5,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,16 GB,,"Bluetooth, 802.11ax",6,Windows 11 Home,5.2 pounds,14.31 x 1.06 x 10.25 inches,Lenovo,LEGION Pro 5i,Pro 5i
"Lenovo ThinkPad P1 Gen 7 Workstation Laptop (2024 Model) - Intel 14th Gen Ultra 9 185H 16C, NVIDIA RTX 3000 Ada, 64GB RAM, 2TB NVMe SSD, 16"" 4K OLED Touch 400 Nits, Windows 11 Pro","3,074.",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41cAa0U35xL.jpg; https://m.media-amazon.com/images/I/412B0P0J8zL.jpg; https://m.media-amazon.com/images/I/41ce1TW-IyL.jpg; https://m.media-amazon.com/images/I/41mdYpm6MCL.jpg; https://m.media-amazon.com/images/I/410MLhop5WL.jpg; https://m.media-amazon.com/images/I/21GdvZj64pL.jpg; https://m.media-amazon.com/images/I/21zhx6YXxPL.jpg,16 Inches,3840 x 2400 pixels,3840x2400,3.8 GHz intel_core_ultra_9,1,64 GB DDR5,DDR5 RAM,NVIDIA RTX 3000 Ada,NVIDIA,2 TB SSD,2 TB,Solid State,Bluetooth,5,Windows 11 Pro,6.81 pounds,20.35 x 13.11 x 3.15 inches,Lenovo,ThinkPad P1 Gen 7,21KV001DUS
"Lenovo IdeaPad Slim 3i Laptop, 15.6"" FHD Display, Intel Core i3-N305 8-Core Processor, 8GB LPDDR5 RAM, 512GB SSD, Intel UHD Graphics, Wi-Fi 6, Bluetooth 5, Windows 11 S, Arctic Grey, EAT 64GB SD Card",329.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/41SXqRV1woL.jpg; https://m.media-amazon.com/images/I/41izij6VfwL.jpg; https://m.media-amazon.com/images/I/41QTp0HQ4FL.jpg; https://m.media-amazon.com/images/I/41fruo1aXlL.jpg; https://m.media-amazon.com/images/I/31HIq-tONEL.jpg; https://m.media-amazon.com/images/I/21US4p-98YL.jpg; https://m.media-amazon.com/images/I/21NANu9iBRL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.8 GHz apple_ci3,8,8 GB,DDR5 SDRAM,Intel UHD Graphics,Intel,512 GB SSD,,Solid State,802.11ax,,Windows 11 Home,5.26 pounds,14.15 x 9.25 x 0.7 inches,Lenovo,Lenovo IdeaPad Slim 3i,Intel
"Lenovo IdeaPad 3 15.6"" FHD Touchscreen Laptop (16GB RAM, 512GB SSD, Intel Core i3) for Home & College Student, Narrow Bezel, Webcam, 12-Hour Long Battery Life, NumPad, IST SD Card, Win 11 Home in S",299.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41PN54TnxVL.jpg; https://m.media-amazon.com/images/I/41uH9fIS5cL.jpg; https://m.media-amazon.com/images/I/41YIqcCLbjL.jpg; https://m.media-amazon.com/images/I/51OcbI4PodL.jpg; https://m.media-amazon.com/images/I/41AmaEH8vXL.jpg; https://m.media-amazon.com/images/I/41Txdt5J9jL.jpg,15.6 Inches,1920x1080,1920 x 1080 Pixels,2.1 GHz core_i3,2,16 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,512 GB SSD,256 GB,Solid State,"Bluetooth, 802.11ax",2,Windows 11 Home,3.64 pounds,14.14 x 9.31 x 0.78 inches,Lenovo,IdeaPad 3 15ITL6,IdeaPad 3
"Lenovo 2023 Ideapad 3i Laptop, 15.6"" FHD Touchscreen, 12th Gen Intel Core i3-1215U Processor, 12GB DDR4 RAM, 512GB SSD, HDMI, Webcam, Wi-Fi6, Bluetooth, Win11, Cloud Grey",309.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41ikH6JxLEL.jpg; https://m.media-amazon.com/images/I/41Nuk8EZFKL.jpg; https://m.media-amazon.com/images/I/411aSbXmqpL.jpg; https://m.media-amazon.com/images/I/418vrKjtiGL.jpg; https://m.media-amazon.com/images/I/419cqEfN70L.jpg; https://m.media-amazon.com/images/I/31cvbEHS+YL.jpg; https://m.media-amazon.com/images/I/411bT3U3NIL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080,1.2 GHz core_i3_1215u,6,DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,512 GB SSD,512 GB,,802.11ax,2,Windows 11,3.59 pounds,9.29 x 0.7 x 14.18 inches,Lenovo,IdeaPad 1 15IAU7,15IAU7
"Lenovo Chromebook S330 Laptop, 14-Inch FHD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS",229.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41+nafEH2iL.jpg; https://m.media-amazon.com/images/I/41Whg9soBtL.jpg; https://m.media-amazon.com/images/I/41JtL6y+qTL.jpg; https://m.media-amazon.com/images/I/31-eSqVKG4L.jpg; https://m.media-amazon.com/images/I/11+iBgiS-yL.jpg; https://m.media-amazon.com/images/I/11LhSDPPfhL.jpg; https://m.media-amazon.com/images/I/41x7inOy47L.jpg,14 Inches,1366 x 768 pixels,1920x1080,2.1 GHz mediatek_mt8173c,4,4 GB DDR4,DDR3 SDRAM,PowerVR GX6250,Intel,64 GB SSD,64,Solid State,802.11ac,1,Chrome OS,3.3 pounds,9.1 x 12.8 x 0.8 inches,Lenovo,Chromebook S330,81JW0000US
